,google_keyword,google_review_date,google_stars,google_star_avg,google_review_txt
332,주문진%201637카페,"['2달 전', '4달 전', '1달 전', '2달 전', '1년 전', '2년 전', '1달 전', '6달 전', '1달 전', '2년 전']","[' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ']",4.3,"['눈꽃빙수 완전 맛있어요.^^ 빙수 담아주는 그릇때문인지 빙수 맛이 더 up! 카페에서 보이는 바닷가 뷰도 최고구요. 아기자기한 카페 분위기도 좋아요. 친절하신 사장님도 최고입니다.!', '빙수가 진짜 맛있어요 양이 엄청 많고 가격도 싸요\n크로플도 맛있어요 뷰도 정말 좋아요', '시원한 바다를 바라보며 한스픈의 빙수맛 힐링', '아이들과 와이프와 넷이서 먹어도 넉넉한 양! 와이프와 나의 원픽은 인절미 빙수, 아이들은 애플망고빙수!', '주문진 도깨비촬영지와 가깝고 일층으로 바로 해변을볼수있어서 너무좋네요  경치 강추!!  메뉴는 많지만 다 맛나요 카야토스트까지있는곳~~완전 청결~거기에 사장님이 친절하시네요 나올때 봤는데 캐릭터굿즈도 판매하고계시네요', '주문진 영진해변 카페입니다. 눈꽃빙수와 커피를 추천하고 사장님 너무 친절. 내부 인테리어도 멋지고 바다 뷰 강추.', '빙수가 좋아서 2번감', '곱게 갈린 빙수와 좋은 사람과의 시간\n이 조합은 더 이상 바랄것이 없을 정도.', '늘 찾는곳~\n눈꽃빙수 짱~짱~♡', '빙수 맛집\n커피도 맛있고 사장님도 친절하고 좋으심\n같이 갔던 사람들 모두 만족했던곳…']"
334,처인구%201686 Lounge,"['2년 전', '3년 전']","[' 별표 5개 ', ' 별표 5개 ']",5.0,"['대박맛집임', '재생시설 및 휴게시설 훌륭한 장ㅅᆞ']"
335,처인구%201686라운지,"['2년 전', '3년 전']","[' 별표 5개 ', ' 별표 5개 ']",5.0,"['대박맛집임', '재생시설 및 휴게시설 훌륭한 장ㅅᆞ']"
336,초량%20168도시락국,"['11달 전', '1년 전', '2년 전', '1년 전', '4년 전', '1년 전', '3년 전', '2년 전', '1년 전', '2년 전']","[' 별표 3개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 4개 ', ' 별표 3개 ', ' 별표 3개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 5개 ']",3.6,"['딱히 양은도시락 세대도 아니지만\n왠지 정겹다고 해야 하나\n간단히 식사하기 좋습니다.', '더워서 엄마아빠와 이바구길 구경후 팥빙수 먹으러 들어갔는데, 너무 친절하시고:D 어렸을때 팥빙수 맛 그대로예요!\n얼음간곳에 연유와 달달한 팥, 씨리얼만 넣어서 나오는데 너무 맛있네요:D', '저렴하게 팥빙수를 사 먹을 수 있어서 좋습니다. 장사 잘 되기를 바랍니다', '옛 추억이 생각나게하는 곳 이랄까요', '초량이바구길 한바퀴돌고 허기달래기 좋은곳', '관광객가는곳', '(Google 번역 제공) 음식은 괜찮 았습니다. 가격이 조금 비싸다고 생각합니다. 휴식을 취하기에 좋은 곳이었습니다. 점심이나 저녁 등 바쁜 시간은 피해야합니다.…', '', '', '']"
344,대부도%2016호원조할머니칼국수,"['5달 전', '4달 전', '1년 전', '6달 전', '6달 전', '2년 전', '2년 전', '2년 전', '1년 전', '1년 전']","[' 별표 2개 ', ' 별표 2개 ', ' 별표 4개 ', ' 별표 2개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 1개 ', ' 별표 5개 ', ' 별표 5개 ']",3.4,"['다른곳보다 가격이 비싼데 맛은 그냥 비슷하네요ㅠㅠ 친절하지도 않고 내부도 청결하지 않고요..백합도 안열린게 3개 들어있었어요', '2021.05.05.수 / 기훈\n백합칼국수, 해물파전', '백합 칼국수에 백합 조개가 적어서 아쉽.\n그러나 맛은 평타 이상.…', '해감이 덜되어 이물질을 서너번 씹엏다,맛은 특별한 것없다.가격은 높은 편', '*좋아요.', '아주 맛도좋고 영양도 좋대요', '인생칼국수! 진짜 해산물이 살아서 꿈틀 ㅋ\n국물시원해서 바닥긁고옴', '한 철 장사하시는분.. 단골손님은 없을듯합니다.', '맛있어요', '꿀맛']"
345,회기%2017,"['3달 전', '5달 전', '1달 전', '4달 전', '7달 전', '1년 전', '2년 전', '1년 전', '1년 전', '1년 전']","[' 별표 4개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 3개 ', ' 별표 5개 ', ' 별표 1개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ']",4.3,"['가성비가 최고인듯\n피자며 파스타며\n특히 재료가 신선한 것 같아요.\n새우가 탱글탱글하', '실내 인테리어 아기자기해서 좋고, 피자도 기대 이상으로 맛있었다.\n외부 위치한 화장실이 양변기가 아닌게 좀 흠이었으나, 가볍게 식사하기는 좋은곳 같았음.', '여전히 실력좋으신 사장님.', '30분 기다린 보람이 있다! 대박 맛있음 가격 저렴함 가격 만큼의 양임 많지는 않다는 뜻 가는데 시간이 꽤 걸리는데도 재방문의사 있음 재료소진 빨리 되는 듯? 재료 때문에 추가주문 못했었음', '맛은 있지만\n역시 백종원,\n이 가격에 이 맛이?…', '백종원골목식당 나온곳이라 가봤어요\n가격대비 음식퀼리티좋고 사장님도 알바분도 친절하시네요\n음식도 맛있어요 :D', 'tv 안 나왔으면 폐업하거나 근근히 영업했을 곳. 굳이 찾아갈 맛이 아니고 줄 설 맛은 더더욱 아니다. 그냥 요리 몇번 해본 사람이 집에서 친구한테 대접하는 10분 피자요리 맛이다. 게실은 느끼하고 명란은 맛이 이상하고 재료들 간 합이 안 맞다. 4치즈는 느끼하고 달고 마가리따는 그나마 정상 맛인데 그마저도 그냥 그렇다. 다시 오지 않을 건 당연하다. 날이 갈 때마다 줄이 줄어들어 있었던게 이유가 있었다. 방송 타서 다들 호기심에 칮겠지만 결국 발길이 끊길 것 같다.', '맛나고 분위기 아늑 또 오고싶은 가게', '가성비 굿굿 친절한 직원님들', '로제새우 파스타 로제 소스가 매우 찐해서 내 스탈이었음!']"
347,물금읍%20170펙토리,"['6달 전', '1년 전', '2년 전', '2년 전', '2년 전', '2년 전', '2년 전', '2년 전', '1년 전', '4년 전']","[' 별표 5개 ', ' 별표 4개 ', ' 별표 4개 ', ' 별표 3개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 4개 ']",4.6,"['진짜 최고', '작지만 아담한 샾이네요\n한가지가 맛있다~딱그거다는  아녀도\n전반적으로 만족합니다', '의자편하고  에어콘시원하고  커피맛좋아요 일리커피라 맛이 좋네요인테리어심플하고  타르트 맛나요', '커피랑 함께  맥주를 파는곳 입니다\n같이간 동료가 여기 커피가 맛있다고\n차운전 해서  자주 온다고 했어요…', '커피 맛이 일품이고 디저트랑 빵이 맛있어요', '일리원두를 사용해서 커피의 맛이 좋고, 과일청과 디저트류가 맛있는 집! 크림치즈베이스의 마카롱이 꿀맛이에요!', '양산부산대학교병원 근처 조용하게 커피 즐길수 있는곳', '쇼콜라 케익 쫀득하니 많이 달지도 않고 맛있었어요ㅎ', '분위기 좋고 맛있는 집', '일리 커피를 사용하고 타르트가 맛있었습니다.']"
352,강화도%20178도씨,"['5달 전', '11달 전', '5달 전', '5달 전', '1년 전', '1주 전', '6달 전', '3주 전', '1주 전', '6일 전']","[' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ']",4.3,"['내가 5개 준적이 없는데 여긴 인정\n회..매운탕..튀김..기본 서비스..모두 만족\n차라리 외국처럼 물값 받는것도 생각의 차이지만 괜찮은듯', '주위보단 가격이 조금 비싼것으로 알지만 생새우를 사용해서 튀겨주고 비릿한 맛도 없는 생새우 튀김맛을 느낄수있다 코로나 전에 갔을땐 한참 기다려야했는데 오늘은 거의 바로 받을수있어서 좋았다 주위 가게는 닫은곳이 많았는데 여긴.꾸준히 사람이 있었던거 같다…', '바닐라라떼, 블루베리빵 맛나요 분위기짱', '문닫을때쯤 도착했지만 양도 혜자롭게주시고 너무 잘챙겨주셔서 좋았습니다!! 회도 싱싱하고 서비스도 주시니 햄복했네요 ㅎㅎ 😊😊덕분에 즐거운여행했습니다', '일단 사장님이 친절하셔요! + 김포페이까지\n일단 저희는 5만원에 생새우구이 + 모둠튀김에 생새우회랑 전어 멍게 스키다시로 나와요!\n새우 엄청많아요 30마리 좀 안되게 나온것같아요…', '즉석에서 튀겨줍니다.\n엄청바삭하고 맛있어요.', '작지만   평온하고 좋아요~\n음식은 맛있어요', '생새우튀김, 자연산 암대하 튀김 먹었는데, 생새우튀김이 훨~~~ 맛있어요. 육질이 단단해서인지 쫄깃쫄깃하구요, 튀김옷도 맘에 들어요. 암대하튀김엔 알이 알이~~~', '튀김 맛이 일품. 회도 싸고 맛있음.', '새우튀김 맛 기가 막히게 바삭바삭하고 맛있네요']"
353,대명항%20178도씨,"['5달 전', '11달 전', '5달 전', '5달 전', '1년 전', '1주 전', '6달 전', '3주 전', '1주 전', '6일 전']","[' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ']",4.3,"['내가 5개 준적이 없는데 여긴 인정\n회..매운탕..튀김..기본 서비스..모두 만족\n차라리 외국처럼 물값 받는것도 생각의 차이지만 괜찮은듯', '주위보단 가격이 조금 비싼것으로 알지만 생새우를 사용해서 튀겨주고 비릿한 맛도 없는 생새우 튀김맛을 느낄수있다 코로나 전에 갔을땐 한참 기다려야했는데 오늘은 거의 바로 받을수있어서 좋았다 주위 가게는 닫은곳이 많았는데 여긴.꾸준히 사람이 있었던거 같다…', '바닐라라떼, 블루베리빵 맛나요 분위기짱', '문닫을때쯤 도착했지만 양도 혜자롭게주시고 너무 잘챙겨주셔서 좋았습니다!! 회도 싱싱하고 서비스도 주시니 햄복했네요 ㅎㅎ 😊😊덕분에 즐거운여행했습니다', '일단 사장님이 친절하셔요! + 김포페이까지\n일단 저희는 5만원에 생새우구이 + 모둠튀김에 생새우회랑 전어 멍게 스키다시로 나와요!\n새우 엄청많아요 30마리 좀 안되게 나온것같아요…', '즉석에서 튀겨줍니다.\n엄청바삭하고 맛있어요.', '작지만   평온하고 좋아요~\n음식은 맛있어요', '생새우튀김, 자연산 암대하 튀김 먹었는데, 생새우튀김이 훨~~~ 맛있어요. 육질이 단단해서인지 쫄깃쫄깃하구요, 튀김옷도 맘에 들어요. 암대하튀김엔 알이 알이~~~', '튀김 맛이 일품. 회도 싸고 맛있음.', '새우튀김 맛 기가 막히게 바삭바삭하고 맛있네요']"
354,오리역%20179실비,"['3달 전', '2년 전', '11달 전', '2달 전', '7달 전', '1년 전', '2년 전', '2년 전', '2년 전', '2년 전']","[' 별표 4개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 3개 ', ' 별표 5개 ', ' 별표 2개 ', ' 별표 4개 ']",4.2,"['지나갈때 마다 사람바글바글해서 방문해봤는데 고기가 초벌이 되어나오지만 문제는 초벌된고기 자체가 늦게 나온다는점;; 그래도 고기 두툼하고 사장님 친절하셔서 좋았습니다', '갈매기살은 살살녹는다😚', 'C 점심 셋트 메뉴 방문. 쌈밥이며 고기맛 좋고, 사장님 친절하심. 고기 굽는 시간이 있어 조금 기다리는 시간은 있음.', '😆👍👍👍😙😙', '오랜 단골입니다~~^^\n최고입니다~~~', '술밥은 꼭 드세요!  코로나때문에 장사 안되는 것 같아서 마음 아픔ㅠㅠ 사장님도 친절하시고 너무 좋아요!', '태백시에 실비집이라는 곳이 있어서 내심 같은 수준으로 기대하고 갔는 데 기대 이하였습니다. 고기의 질(선도, 양념)이 떨어지고, 구워서 먹는 맛도 그닥입니다. 곁들여 나오는 반찬들도 별로이구요. 개인적인  기대수준에 미치지 못하지만 보통 수준은 됩니다. 보~통수준', '고기맛나요', '짝퉁 통갈매기살  맛도 그닥 전부 조금 아쉽다', '점심 제육은 먹을만했음.']"
355,두산동%2017길,"['4주 전', '3주 전', '6달 전', '10달 전', '9달 전', '1년 전', '11달 전', '7달 전', '6달 전', '1년 전']","[' 별표 5개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 3개 ', ' 별표 2개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 3개 ']",4.5,"['제가 좋아하는 한상차림입니다.\n맛도 괜찮고 가격도 무난합니다.\n주택가의 골목길에 위치하여 주차가 다소 힘듭니다.…', '카페동이랑 비교해도 맛으로 손색이 없는 곳이네요!\n주차공간이 없다는 점 알아주셔야 할 거 같아요.\n주차를 제외하고는 메뉴판에 있는 인사말도 마음에 들고 맛은 물론이고 정말 베스트 맛집으로 추천드려요~', '대접받는 느낌의 식사였습니다.\n맛난 음식에 따뜻한분위기.\n다음에는 또 다른 메뉴로 먹고싶어요.', '퓨전식 브런치 먹기 좋은 곳.\n입구와 달리 내부 공간이 생각보다는 넓은 곳.\n입구만 보면 테이블이 다닥다닥 붙어있을 것 같지만 넓직하게 떨어져 있어서 좋았음.\n주차할 곳이 마땅치 않은 것이 흠.', '분위기 좋은 집밥 맛집bb 음식이 조금 느리게 나오지만 그런거 신경안쓰는 타입이여서 괜춘함 참고로 드라이카레 존맛탱 추천bb 그리고 된장찌개도 존맛탱!! 진짜 맛있음 꼭시키삼!', '배고파서 인근 식당 검색하다 찾아감.\n우삼겹 된장찌개 한상차림과\n돼지고기 대파 볶음 한상차림 주문.…', '오늘의 한상(대게장)을 기대했는데\n내용이 실망스러웠다\n대게장은 비벼먹는 내장한스푼 나머지는 게맛살과 날치알로 맛을냈다…', '음식이 까끔하니 너무 좋았어요', '실내 인테리어도 깔끔하고 음식도 전체적으로 괜찮았음. 사이드 메뉴인 베이컨 김치전은 또 한 번 먹고 싶을 정도.', '간이 쎈편\n정갈하고 정성깃든 1인가정식']"
356,연남동%2017도씨,"['1달 전', '1달 전', '5달 전', '5달 전', '11달 전', '4달 전', '2년 전', '2년 전', '1달 전', '4달 전']","[' 별표 3개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 5개 ', ' 별표 5개 ', ' 별표 4개 ', ' 별표 1개 ', ' 별표 5개 ']",4.4,"[""연남동의 초콜릿빙수집입니다. 쵸콜릿빙수 아주 좋습니다. 가게는 넓지 않지만 깨끗하게 정리되어 있으며 초콜릿들이 잘 마련되어 있습니다 빙수는 토핑을 따로 주며 얼음은 부드럽지만 식감이 있는 수준으로 '괜찮은데?'하는 적당한 단맛의 균형감이 좋네요. 1인 1음료 정책이네요. 사람이 많은 곳이라 그런듯합니다. 직원은 친절합니다. 다소 빙수값이 있구요.(17천원) 감동을 받을 정도는 아니네요~ 주차는 주변 공영에 해야해요. (주차 자리 찾기 좀 힘들죠~) 초콜릿 최적 온도라 17이라는데... 초콜릿 전문가적 간판이지만.. 내놓은 음식엔 사치스런 혹은 특별하게 느껴지는 설명은 없었네요."", '너무 달지않고 적당한 초코빙수!\n초코디저트를 여기서 다 맛볼수 있어요!!!', '분위기 좋아요. 날씨 좋을때는 외부자리 좋네요.', '메뉴가 다 맛있었어요! 특히 찐~~~한 초코는 전혀 작지 않은 양이었어요 ㅋㅋ', '소나기가 와서 우연히 방문했는데 초콜릿 음료가 맛있네요.', '진하지만 결코 부담스럽지 않고, 순수하고 훌륭한 초콜릿의 맛. 게다가 합리적인 가격! 추천합니다.', '가장 좋아하는 영화중에 초콜렛이라는 영화가 있다. 줄리엣비노쉬가 나오는 영화인데 초콜렛을 먹은 시골 마을 사람들이 따분한 삶에서 벗어나 새로운 모습을 찾는다는 내용이다. 17도씨의 초콜릿을 먹다보면 무언가 새로움이 떠오른다. 달콤 씁쓸하다는 맛이 이런 것일거다. 소프트 아이스크림도 너무 맛있고 초콜렛 케이크도 맛있다.\n달달함과 씁쓸한 초콜렛이 빠져서 잠시 이곳에서 여유를 즐기다 간다.', '맛있는 초콜렛. 겨울한정 진저초코가 너무 좋았고, 초콜릿 케익도 한쪽정도는 꼭 함께해야할 것. 많이안달다고 하시지만 달아요:)', '연희동인거 그렇다치고 가성비 최악. 왠만하면 별점안나기는데 여긴 최악이네요', '음료 진짜 맛있어요 😊']"
357,당고개역%2017번가,['3년 전'],[' 별표 5개 '],5.0,['(Google 번역 제공) 최선의 선택\n\n(원문)\nBest Choice']
